incidentid,alertid,detectorid,alerttitle,deviceid,ipaddress,accountsid,accountupn,accountobjectid,accountname,devicename,applicationid,applicationname,filename,folderpath,osfamily,osversion,hour,category
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,10,31,0,14,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,7,12,0,1,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,10,31,0,14,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,15,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,4,23,0,6,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,15,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,15,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,10,31,0,14,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,16,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,16,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,2,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,4,23,0,6,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,4,23,0,6,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,7,21,0,2,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,0,10,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,4,23,0,6,0,0,18,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,7,24,0,7,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,4,23,0,6,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,19,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,2,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,4,23,0,6,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,7,26,0,25,0,0,17,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,27,0,26,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,17,7,0,12,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,0,10,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,15,3,0,11,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,15,3,0,11,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,6,22,0,23,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,4,23,0,6,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,19,0,19,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,7,24,0,7,0,0,18,InitialAccess
1,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,18,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,17,8,0,13,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,17,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,1,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,14,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,3,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,3,InitialAccess
0,-1,-1,-1,0,0,-1,0,-1,0,0,8,11,0,24,0,0,3,InitialAccess
